ID PUMS Occupation,PUMS Occupation,Average Wage (2014),Average Wage (2015),Average Wage (2016),Average Wage (2017),Average Wage (2018),Average Wage (2019),Average Wage Appx MOE (2014),Average Wage Appx MOE (2015),Average Wage Appx MOE (2016),Average Wage Appx MOE (2017),Average Wage Appx MOE (2018),Average Wage Appx MOE (2019)
"191010","Agricultural & food scientists",58904.09997378964,51510.84914656623,58747.14321548422,57515.37030650095,58674.33700064494,62318.65004325622,9905.283548544503,6006.970798643263,6694.881911520651,6646.334411719932,8797.437089631932,8765.03436375678
"191020","Biological scientists",57067.30324749212,56504.36176776554,55202.97204616504,62604.707316302345,65553.96296217392,61950.4690733815,4161.2562876473185,3805.2818999556594,3285.5499800288053,4813.493311456445,4922.563738466087,4057.6481292779777
"191030","Conservation scientists & foresters",45793.614246862926,50517.28728643001,49256.35008052795,45761.34333185645,55344.17394416607,52523.53307976447,5296.738163939014,7872.34580644556,4962.093911632233,5744.1186417952,6813.151888679886,5111.193431285951
"1910XX","Medical scientists, & life scientists, all other",75888.9750948416,79951.13392717973,79392.81491797816,82564.82404487813,81996.94631351225,84214.05053842237,4616.082032610934,4542.836928632644,4528.524337453582,4689.398949148025,4966.314738995833,5027.016919600207
"192010","Astronomers & physicists",80037.54551050243,85187.94425027704,81753.34403404992,97161.28713190803,77180.85137366761,98298.44146461606,10903.49179892941,20608.373401660712,15583.37815815632,15063.161092377006,15487.80346845272,13704.934212567987
"192021","Atmospheric & space scientists",76180.97962496956,67011.10217486498,71631.65730577335,82445.77420718817,61814.31199424564,75359.79988139166,12985.45033935654,11976.62648940516,14464.410838385083,15948.292619019481,13118.569926593096,11543.392048348456
"192030","Chemists & materials scientists",68449.54762951794,70555.68121352601,70495.58697865797,68382.3450884749,79390.79994473103,77894.13325749134,4092.1500161182285,4983.072071878036,4612.511431594899,4028.061648967757,5318.962460819867,4612.839645644711
"192041","Environmental scientists and specialists, including health",,,,,65728.77726596073,65473.54580496821,,,,,7451.54781647203,5488.463087807021
"19204X","Geoscientists and hydrologists, except geographers",,,,,87151.5303347076,92341.04834249428,,,,,10387.70603615606,10636.364052126904
"192099","Other Physical Scientists",69045.2190346263,71392.06977672738,72833.97183763316,78876.20376399184,75547.58950374777,84980.2962769097,3137.270826925629,3184.4581738118845,3307.556975384265,3418.703109284202,2992.3658477322438,3187.2482160203103
"193011","Economists",100586.49923691216,114815.48538128805,110763.57024738722,129260.54048564586,115722.147098694,105621.66939255458,14965.442312190433,16800.406254995643,15211.444362339842,18010.0388532104,16379.36459952514,13536.93515064235
"193033","Clinical and counseling psychologists",,,,,51778.568506249576,61921.52704808145,,,,,7514.659018560797,9482.319776413851
"193034","School psychologists",,,,,62474.844013314316,59042.86698637489,,,,,3862.1195498357542,3664.756364423635
"19303X","Other psychologists",,,,,53563.49249437002,53500.06001793563,,,,,4069.4729355360796,3530.0650483149043
"193051","Urban & regional planners",64204.44600335583,58892.859711414974,65829.20619984376,59748.527900552486,67768.66528242722,75450.0469698363,7403.003196722525,6742.521290885576,6889.992174950061,6314.441089676032,7430.38140056406,7175.3686959546
"1930XX","Miscellaneous social scientists, including survey researchers & sociologists",42754.47410752275,43396.25113655497,47171.475613287555,50161.09410485904,56629.89842761953,58457.68459200708,4776.442641306012,5264.980796153054,6251.304097799619,6935.054665706975,6889.8132192027,6316.102216569482
"194010","Agricultural and food science technicians",,,,,42315.662960484886,42775.77807156367,,,,,4326.569659123738,3670.0026742079026
"194021","Biological technicians",36840.133005260475,45586.694071029146,42494.37783976218,42420.597233160974,42237.91653374233,46209.57031733404,4343.652376944522,7994.689796743677,8729.253896166523,6655.85478230862,7579.041678432291,8730.800685934804
"194031","Chemical technicians",43333.467827711764,46184.93339923247,45966.6654320386,46315.65969600039,47056.59190538452,46331.41335947379,2986.9902537240487,2906.3173250457544,3350.4439427463712,3337.642559277683,3239.362808762503,2883.939356594293
"1940XX","Geological & petroleum technicians, & nuclear technicians",58772.760376314334,61781.92556945781,67645.45234572615,64415.146549264195,56020.70271934325,58959.377822533796,7044.914948126799,8909.470106375691,7831.977389950995,8934.789682125018,6837.150578780185,7711.822926825039
"1940YY","Miscellaneous life, physical, & social science technicians, including social science research assistants",30059.184299902317,28131.68297804157,30249.450482530836,33245.731515825275,30362.816196920303,32036.47778387835,1679.4207265821442,1477.6452799953079,1715.100487369489,1815.4782171549527,1585.9985755666787,1647.229627580147
"195010","Occupational health and safety specialists and technicians",,,,,57535.97015304272,61652.06757260076,,,,,3537.7745388992425,4033.7159884652915
"211011","Substance abuse and behavioral disorder counselors",,,,,37571.745777227094,36686.58152199459,,,,,2127.9914890844125,2045.4272920127833
"211012","Educational, guidance, and career counselors and advisors",,,,,42271.27930216287,42640.48525803249,,,,,1400.8442646126591,1285.402720885165
"211013","Marriage and family therapists",,,,,26915.136379490756,33726.987348734874,,,,,3821.312001934885,4274.347226436675
"211014","Mental health counselors",,,,,35007.97858918456,37571.06699781498,,,,,1875.3158276606332,2180.855078056992
"211015","Rehabilitation counselors",,,,,46693.60908408921,40180.506534628876,,,,,4838.6751048469505,4831.013953496371
"211019","Counselors, all other",,,,,29336.140976319868,29443.94449470593,,,,,1369.8152769220521,1494.6173875705226
"211021","Child, family, and school social workers",,,,,40268.08144283756,41514.115190032724,,,,,2636.570958108438,2256.4405035601308
"211022","Healthcare social workers",,,,,40489.77443785951,42184.54191988094,,,,,2802.8871797577403,2318.2977128869848
"211023","Mental health and substance abuse social workers",,,,,39950.28906343686,43816.253776082216,,,,,6754.8040320178525,6537.157109478733
"211029","Social workers, all other",,,,,42459.290731701134,43136.32153041275,,,,,871.7975410554128,845.4169789341863
"211092","Probation officers & correctional treatment specialists",44981.676034018776,44509.37424322518,45638.61199568077,46158.65588660926,50103.980200019134,51694.20539620807,2149.098897155502,2067.1205552829274,2043.1131153639144,2248.5989784454027,2708.043668176031,2127.0221008139565
"211093","Social & human service assistants",28156.19207213793,29943.69203808991,30487.471299943725,30066.397512611566,34104.547488358694,31685.579475931718,1493.73837857028,1573.2662916919887,1452.028150663591,1316.2676277500232,1754.2961854831374,1230.8766540395789
"21109X","Miscellaneous community & social service specialists, including health educators & community health workers",33208.70212212798,35333.01418097127,36644.82175312627,35860.38883865828,38879.66378547111,39622.19153404347,2392.648073012488,2853.3033415192945,2597.8993788468197,2691.0857049817682,3415.741358767556,3201.0520883875292
"212011","Clergy",35798.937109301005,35053.049667060564,37660.92098741245,38182.24240235332,39406.083993236636,39832.36412664449,1092.852861791096,1108.2070833524654,1176.8902144058266,1160.07945272756,1374.9882380474944,1279.4249584601112
"212021","Directors, religious activities & education",30171.49882428881,33043.78183964994,33515.67332022722,34520.67769647521,34828.68519315436,34566.65113282941,2479.66163381457,2668.445904210847,3462.520993415796,2841.3529474466104,2525.435957123906,2610.07715561992
"212099","Religious workers, all other",22095.479830269276,21196.074307410756,20695.087731976353,22535.05818025547,22397.294637791732,20645.67107205624,1793.8513372207483,2072.3126648640014,1717.6813693444474,2172.9091598862938,2361.799694918053,1626.6543271132953
"231012","Judicial law clerks",41524.292103565094,46117.45766573296,37209.105777015764,54277.105985293514,47212.156757191064,46689.189959779535,9119.377569388842,7073.257235850018,6072.689229634858,9172.774353208943,10848.308631781887,6910.980216500256
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",118350.07906614851,119831.73518835368,124676.47449738938,126870.37407893669,132250.72168375773,132683.22940596912,2886.0104628821186,2916.077247830495,3012.336935104743,3106.5796604538473,3149.163939312355,3111.4761990935694
"232011","Paralegals & legal assistants",41070.83683675586,41858.05888365451,40565.00080676357,44008.47009303556,44297.8113126843,44151.56317693014,1430.3810073790232,1376.7414607527535,1277.8337280744304,1512.3997987592147,1402.197065324803,1297.568566384998
"232093","Title examiners, abstractors, and searchers",,,,,48875.86334200142,51139.96208352043,,,,,3704.0803265551117,4043.687972004402
"232099","Legal support workers, all other",,,,,51851.69868932738,41195.15642299695,,,,,6962.0637917491995,3905.3469119644697
"251000","Postsecondary teachers",47297.99070483494,48348.22189083011,48446.6447486884,50119.147945541146,56115.79275977609,55547.683816607205,1012.7760739527206,993.2170528427969,997.1293802711738,1042.6379164805473,1193.8550865011211,1168.5022393760648
"252010","Preschool & kindergarten teachers",18462.794698583868,19211.3350398705,19897.374628290047,20614.259913693593,20458.870261649186,24944.70125974634,508.99181558961965,526.2456534416708,607.9287046427544,620.2445592454318,576.2539742831245,655.2291719689941
"252020","Elementary & middle school teachers",38930.48369972565,39136.469022008096,40486.32020341559,41446.07786579497,42495.22595096953,42089.66203460846,345.1731572722701,350.247740996579,357.95718609313684,355.3857781188795,358.46658901860957,411.12494466377063
"252030","Secondary school teachers",42574.124842419165,43232.003795262135,43792.17785436084,45153.99807281824,47736.56346846089,48424.58343680729,752.746269442954,755.9636565493952,781.9145722524651,785.6055070678551,867.6262144164186,660.3699491216299
"252050","Special education teachers",37721.05544446409,38670.163862470195,39894.93564413347,40509.80850061887,40459.866292413,45284.9674271197,1177.821371908852,1177.1572541840046,1267.8559532646648,1271.3344491007533,1269.4384499991786,1095.1345424351048
"253041","Tutors",,,,,7886.36983348715,8211.347263458452,,,,,665.5236090731617,624.3329829930057
"2530XX","Other teachers and instructors",,,,,27488.374420101758,28815.705936066624,,,,,965.8442076514746,1018.8136228155238
"254010","Archivists, curators, & museum technicians",36054.586737846745,36720.49675992594,36716.8640159423,38186.29769087955,42851.06709165478,45039.8588257733,3897.6172076787466,4253.500261229329,3690.9478031092285,3153.83052108938,5719.721995567034,3495.3570776176934
"254022","Librarians and media collections specialists",,,,,38743.72834992776,40431.55009653855,,,,,1679.641485247859,1890.616987370087
"254031","Library technicians",11829.75042605567,15306.353151064406,13534.281598402951,15429.89246850625,13851.995335699552,15474.854798607657,1433.1291250507707,2771.7717774650846,1694.4700191766226,1877.1748616239472,1994.94480823372,1912.9544111905125
"259040","Teaching assistants",,,,,17811.086020843995,18181.656655275565,,,,,407.040336817751,396.9698054489621
"2590XX","Other education, training, & library workers",37244.80397526055,37485.04047984416,36637.841112920316,37486.314783627895,39471.424578034836,40624.042317389176,2415.5699624341955,2672.741684228707,2481.4142900093852,2461.6630876950453,2653.869024259665,2193.704929321711
"271010","Artists & related workers",24623.606022864653,26434.789787091468,24607.040905553848,25735.33871981712,27498.675091833247,30369.44094492869,2242.186067834372,2359.8451160959175,1929.6589290476866,2070.3593247795625,2276.305443812087,2418.115670704345
"271021","Commercial and industrial designers",,,,,64670.474974791454,50299.92925113777,,,,,12532.065883981366,10739.41617343062
"271022","Fashion designers",,,,,42376.83793625729,44396.59544214567,,,,,11747.013151950783,7879.049410818179
"271023","Floral designers",,,,,19378.37092044049,17363.551632933377,,,,,3207.425698142259,2024.3779308219248
"271024","Graphic designers",,,,,38353.11703256923,38986.890805103154,,,,,1788.7923509265786,1790.2174994620375
"271025","Interior designers",,,,,36057.52256948615,35944.690282494594,,,,,3407.2363501027603,2916.414212892722
"271026","Merchandise displayers and window trimmers",,,,,21568.25270854459,28914.177460990177,,,,,4686.59249985892,4606.752273854866
"27102X","Other designers",,,,,53254.28081265958,55980.58430282105,,,,,2073.384084439697,2365.457110413358
"272011","Actors",21791.506356224956,23392.229709187868,27387.22885390385,22883.38918937822,23278.843102325638,27137.587675052477,5325.1047741368875,5650.08792672682,6536.722655711695,5676.353351764346,5531.922531782323,5426.595930784894
"272012","Producers & directors",61987.7507719453,63618.95895613413,64821.253791279385,64043.45037603316,70816.3037620952,70628.43660748411,4524.789855890976,4801.788051029699,4682.754887399701,4335.206202765645,5463.3999888087665,4549.516980242252
"272021","Athletes and sports competitors",,,,,46411.686201250996,57534.369249508105,,,,,9463.973457971695,11657.254908281313
"272022","Coaches and scouts",,,,,23108.58017214645,22869.594460794564,,,,,1978.175410627143,1740.2202749841565
"272023","Umpires, referees, and other sports officials",,,,,6318.698676389224,4852.485081766271,,,,,2007.3951156477408,1265.313938460862
"272030","Dancers & choreographers",13928.876832046792,21144.881561908558,16876.106155313064,18940.955724157582,17538.80529706514,23375.82733754659,3635.385312893139,4275.987379013842,4290.167330449683,4396.42102912478,3482.828038445192,5835.459315949235
"272041","Music directors and composers",,,,,34240.47854996907,31847.29854208646,,,,,6676.77434735506,4568.354637976429
"272042","Musicians and singers",,,,,16029.08324698749,20214.59291059983,,,,,2066.8630403300776,2514.295949081118
"272091","Disc jockeys, except radio",,,,,13987.332464362971,19083.986946651534,,,,,5048.217658604727,4844.86188202842
"272099","Entertainers & performers, sports & related workers, all other",21546.996403487938,17556.97152371891,19636.947429357675,19567.697160586686,26172.14898181253,30701.21904163538,4523.132249303851,3251.5723405677895,4057.8436428540545,4451.028563166792,5592.419120266118,6412.173573290596
"273011","Broadcast announcers and radio disc jockeys",,,,,47494.13361466179,58782.91458773785,,,,,10797.844569105417,12377.427324456827
"273023","News analysts, reporters, and journalists",,,,,55210.178798093686,50323.00959153465,,,,,6713.113437412162,4808.306777462616
"273031","Public relations specialists",62756.379830815466,61659.944484615284,67636.6851925291,68522.97323823039,68406.59815668203,71065.00123842909,5198.981021344437,4876.41197776152,5164.277779375509,5204.455736280739,4969.058331309871,5295.175176958786
"273041","Editors",40665.2081159813,42375.39810671713,40657.73448719417,42139.17582272186,44473.701346514084,48612.55720689264,2405.3030239458863,2684.1928750969187,2618.686243581022,2661.466715961318,2756.6448035708313,2745.091195554709
"273042","Technical writers",55239.83719697973,54447.752383451414,58567.37515642057,54266.8376228813,60787.67783106536,62904.637654972306,4286.984995295392,4458.769624205211,4385.501406716103,4062.0862777879383,4661.555407781125,4487.96341541327
"273043","Writers & authors",35058.18711063147,34883.22368023181,32958.22145269152,35092.12025021906,38738.878136211984,38505.25871529339,2633.355518518907,2880.0163114139364,2420.8369689518263,2611.279001047055,2859.8960595214844,2999.7977381083037
"273091","Interpreters and translators",,,,,24839.232647500077,25171.580823974582,,,,,2367.3060713049017,2242.987585903144
"273092","Court reporters and simultaneous captioners",,,,,41302.23245893465,42570.6974599811,,,,,7418.7377454812095,7037.5137593139525
"273099","Media and communication workers, all other",,,,,45738.47699453552,50279.37711379529,,,,,7026.229287798133,6857.292291499392
"274021","Photographers",17867.309082424053,16890.531487972425,18269.73642210986,20098.512366811083,20259.302591451244,20141.842439993237,1646.3061891284747,1559.2349051977883,1809.1977944337818,2103.6799616948215,2012.6862683222382,1804.6699946567755
"274030","Television, video, & motion picture camera operators & editors",34698.895988847915,35410.86572883578,35878.20001747423,43316.76615769464,41437.44186744457,43784.161565847535,4730.08027590455,4651.254714695879,4274.616010937211,5832.720105428905,5486.436881747141,3883.5580104965334
"2740XX","Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",39501.96784301795,39267.14653041678,40406.64858104707,44059.87767090811,41779.85706780551,43029.60461290375,3184.058064098747,3080.6042128128424,2988.7761509172924,3040.5401230915954,3408.9511352731306,3949.275847284691
"291011","Chiropractors",60565.65293865974,55890.834910870566,61311.292089153234,55224.826076754995,61550.20740041031,53186.86450149613,8735.456670678279,7765.5354909774505,7876.808473670025,7207.974198334171,7902.198503078512,6188.890959213276
"291020","Dentists",118432.57754666329,124798.4034127298,126264.84210751356,129369.82899276304,139497.27145033178,141141.33713044503,7448.064901457788,7725.599041277105,7729.821297011027,7879.831650518429,8539.340766108144,8130.654095231054
"291031","Dietitians & nutritionists",37098.53551286723,38562.1405031538,37969.97348205579,39580.81674792784,42101.48452699588,41482.189861560146,2555.513975354227,3121.9288488797815,2767.7585124031357,2874.054692508546,3045.1980170936686,2374.8484908645078
"291041","Optometrists",83451.9057218288,85579.53790432114,89913.75025287799,90655.91968123417,103711.29929273762,94342.06425489153,10129.634112784745,10200.90538617385,10952.091561014367,10043.438680334064,12074.643170989044,9484.741776166022
"291051","Pharmacists",86737.14038582808,86754.1046568278,88846.40553598534,88813.64466204439,91660.8239589354,93824.14172890015,2584.3767879514626,2752.936973592236,2629.201577607712,2793.485095116794,2651.2401463407914,2456.6835437972654
"291071","Physician assistants",81785.2978475056,85129.46053895596,90072.83629494275,90169.05072859509,108718.83290374688,108170.523555643,4158.100497470802,4044.526061700804,4379.831830741412,3743.632517521958,5940.03953546311,5442.767789056125
"291081","Podiatrists",117869.95848569585,116414.0474608448,104805.79481357553,97723.65352966652,123941.61028061893,92005.77720251231,31347.020642930245,34692.1839508259,31867.086486628683,25132.644159500473,30357.228478202607,22291.137723768035
"291122","Occupational therapists",54285.9798455453,53456.96390439266,55310.36702902341,55246.414812033676,57237.97310261218,56379.38216738913,2570.5896755061,2363.4075895963915,2226.408436512285,2469.8672251464113,2431.4390822991973,2312.7708169779
"291123","Physical therapists",60340.42451793426,60648.659095972325,63147.80986880607,63534.324353487034,66419.230758063,66469.66172419327,2040.283754873428,2166.953975862024,2116.702615316092,2376.0259668466683,2010.419546876696,2294.8848886114474
"291124","Radiation therapists",67782.58337531486,64659.39726837662,73503.28406338661,74876.38656961049,72542.29253326444,74082.9484706384,6664.599618326797,7020.100619218137,7087.615659986399,8135.446291392477,8303.654059013881,9512.617371850409
"291125","Recreational therapists",34104.06412305234,33072.17979913448,32057.3215,32836.568066817046,33120.39588147343,27860.84536240786,5157.117477385119,5484.266784848871,4955.818099768888,4252.2204106663885,4310.465109367477,3887.870274778696
"291126","Respiratory therapists",51495.20150017568,50230.24488085155,49187.579767917676,53531.12032227721,50740.42323252238,56706.652017499735,3034.685580474749,2628.3063168312474,2079.98435512914,2563.5056658726908,2712.418401605015,3683.7767805021404
"291127","Speechlanguage pathologists",48742.976398177474,47631.27736830951,50437.03440829764,51503.137670876364,52345.915083922264,52788.65149366817,2478.8016458551624,2151.8025985985278,2182.8774158770925,2106.9332284760285,2159.5778874576617,1975.255783101724
"29112X","Other therapists, including exercise physiologists",35571.13653319931,35309.15859855136,37929.339044704735,37561.652081319335,37738.502605617796,41029.31117837243,2135.696584807789,1757.9804808676372,2276.534291559113,1931.1587942979702,1762.9022937758718,2431.5061349980037
"291131","Veterinarians",77279.08599849496,83285.8484096179,86476.6141286051,83179.31224598386,92792.35149747021,82718.3381195314,5798.800789866253,7548.229651384639,7239.1428495642285,6651.799504240363,6842.673049784979,5475.494692310308
"291141","Registered nurses",53085.16176482929,53816.752865303504,55188.176788065015,56518.92837807183,57965.054439241154,59520.50433301295,502.7124874923595,525.1143825049733,513.6216349121912,512.5798140038023,538.9640471129588,554.2628149031189
"291151","Nurse anesthetists",135348.41965762907,142643.37423312882,131390.92024767146,134828.89140727874,146149.58867711673,148871.55353643696,12826.094802913689,12212.010715120683,10989.82169668477,11051.946333349586,13269.655670310389,9633.248417745126
"291181","Audiologists",63577.22788236001,59241.584094852515,61589.627443724945,63537.00311115301,61741.208654893235,80332.29625851917,11436.023732922455,7566.578425402923,6942.263165627377,9788.434609461894,8008.416152477663,12703.919584344605
"2911XX","Nurse practitioners & nurse midwives",83530.17641894757,85420.34472844792,84557.73135199804,89156.94756410505,91025.56851006475,92415.84488023544,3513.840137808328,3486.8950830800604,2718.740057904975,2705.7538233680843,2742.526001843187,2549.402673658242
"291210","Physicians",,,,,206831.79290917714,211090.07469263344,,,,,4382.210692770019,4413.149626105661
"291240","Surgeons",,,,,282720.32402206364,284691.0662787305,,,,,21574.01177169672,20830.37060463631
"291291","Acupuncturists",,,,,32554.318695048587,32834.78220768876,,,,,7985.814668067236,8895.064250874357
"291292","Dental hygienists",,,,,45805.26850247612,48162.94095822545,,,,,2042.2717726385795,2379.7346481252903
"291299","Healthcare diagnosing or treating practitioners, all other",,,,,37306.6950723478,23583.106917703186,,,,,12936.292801571117,11068.505973058353
"292010","Clinical laboratory technologists & technicians",39413.561417224846,39492.91453151057,40840.14307345998,40735.435952301814,42128.363228132956,42103.78004576123,1372.6785326020158,1451.4355871407154,1428.690240072023,1400.868725235013,1295.3104375596627,1395.6082039237533
"292031","Cardiovascular technologists and technicians",,,,,76805.666221549,79622.0786542841,,,,,12704.61563243191,11878.725185292584
"292032","Diagnostic medical sonographers",,,,,73862.48732493505,73549.11377645165,,,,,6421.159830995873,6805.311121197156
"292034","Radiologic technologists and technicians",,,,,56736.64149052558,57322.36334598802,,,,,3233.6478463782046,3110.924415781037
"292035","Magnetic resonance imaging technologists",,,,,100650.60025262598,92447.11138989498,,,,,13958.009639495765,11723.479159123402
"29203X","Nuclear medicine technologists and medical dosimetrists",,,,,132946.1370184876,114196.91195447296,,,,,18990.216630879437,18515.54038169831
"292042","Emergency medical technicians",,,,,32942.22322574207,34480.77787742704,,,,,2007.2908091186105,2273.951973759321
"292043","Paramedics",,,,,52015.679790635775,58034.26087749504,,,,,2853.809872687804,3897.7178918423965
"292052","Pharmacy technicians",,,,,26957.903027151304,28278.739744601622,,,,,861.2140480982748,899.6285932164537
"292053","Psychiatric technicians",,,,,28564.153121289757,29917.717681405484,,,,,2330.7856781091355,2463.240089389951
"292055","Surgical technologists",,,,,43286.84426099381,42350.608869830634,,,,,3021.6568360387437,2262.1983241219637
"292056","Veterinary technologists and technicians",,,,,26028.87830357999,26303.49675619114,,,,,1211.6069986580087,1311.4896397167822
"29205X","Dietetic technicians and ophthalmic medical technicians",,,,,23782.078309031614,27938.52894146066,,,,,3099.312717194763,3868.1235254889
"292061","Licensed practical & licensed vocational nurses",29425.502310438784,30474.83817701717,30711.999195881675,33287.88324021911,32994.25565043298,36761.40574643508,673.7961383643772,706.6618988839504,680.8456255421866,769.6285784281705,747.3115110912931,1003.869641362473
"292072","Medical records specialists",,,,,36712.267680268946,38817.81215452119,,,,,1521.119845754449,1540.999408015399
"292081","Opticians, dispensing",32695.90782372803,33567.773578875276,34878.68235921585,34882.602486995034,33195.008013058316,33449.71735583479,2836.079762098659,3442.4118826493054,3670.622280188143,3625.6222431740694,2684.729774194462,2685.191128260487
"292090","Miscellaneous health technologists & technicians",40088.353003167955,39957.649505463065,40495.43826063988,42199.513291578085,41419.115999853806,46474.742381420845,3069.07311391821,3091.5160922032064,2778.3021616521937,2855.0279826593164,2520.3305834417743,3486.602322306964
"299000","Other healthcare practitioners & technical Occupations",50265.25339583871,50337.072538382534,52891.75689276486,51529.27985362324,48202.51100677681,52146.4558438618,3714.7778668026367,2878.577063212478,3532.677633226606,2985.0581788984023,4057.4325346617147,4405.205605408535
"311121","Home health aides",,,,,17849.767202998682,18200.565566260724,,,,,920.6274260143095,680.4694394991084
"311122","Personal care aides",,,,,17215.14524964851,17434.795985237535,,,,,438.08245135188054,454.8208585714006
"311131","Nursing assistants",,,,,22241.871595290642,22808.019725595535,,,,,474.8024174451408,454.0112859269659
"31113X","Orderlies and psychiatric aides",,,,,25306.18528302336,25344.041471377313,,,,,2729.118877257376,1603.8675234423174
"312010","Occupational therapy assistants & aides",33063.09886110635,34567.07864178746,38882.97678703022,33861.77884236776,31348.984092398427,33418.01771791947,3355.7834912628523,3236.7986195504673,3870.8067555753664,3043.9215148840603,2241.990665890237,2120.774369073476
"312020","Physical therapist assistants & aides",30292.03864180601,30523.614516996822,33153.316213881975,33464.09080419984,30574.670453661194,33538.812918964635,1895.8248159537957,2055.1340444714783,2144.032268403281,2419.7979739933417,1691.9818601175443,1882.948250864571
"319011","Massage therapists",14418.712230634828,14409.388410245452,15506.653531449894,15640.851927805916,16450.784790436286,16757.830212171262,985.97014854646,985.5042543280426,1114.6692710584668,1196.3046632445485,1000.6194579443817,1223.0452411594877
"319091","Dental assistants",23296.976928540334,25033.26775786089,25310.791265476542,27698.023172262543,28101.053423249657,28542.93423720514,834.2866775612381,1012.2731079434982,1062.2712873471971,1344.8917348186023,1231.6932499240327,1226.4631184947277
"319092","Medical assistants",24667.773952134583,24413.651291349368,25897.083092816807,26856.66723529988,27418.82771805797,28596.45180160351,684.8380217150441,659.1762425954475,633.4568692757334,737.2933175096282,637.4057174232055,728.558703242324
"319094","Medical transcriptionists",17194.28335030926,17078.69910403979,16025.870707839136,17301.09816143128,14752.755835719687,14924.46488849604,1747.1546969924125,1630.6346285501975,1941.5886161049582,2615.2269184449847,1417.3128527829092,1582.660695701273
"319095","Pharmacy aides",26880.343469777483,25249.672692533804,22543.8645423976,26424.432368840666,33140.71319517823,32201.000411662146,3858.7253628875237,2948.8094951577186,3362.104062162365,2986.2994807075215,4538.34784231863,4853.761955240663
"319096","Veterinary assistants & laboratory animal caretakers",19333.024028779455,18052.993885508808,19863.980498828256,24149.074318128227,22142.87200660611,23305.25985190343,2211.63905528398,1798.7297180785677,2478.726323422798,3727.873091285382,2427.745828784735,2752.19868748953
"319097","Phlebotomists",23435.774254535805,24004.30977216863,25275.116726419757,27276.139698663388,27936.686373846293,27184.6854234991,1315.66943408952,1180.5296377939053,1362.1895985490296,1513.140196070564,1485.026690291751,1561.7735347454504
"31909X","Healthcare support workers, all other, including medical equipment preparers",20704.77536292254,22512.12659139076,23765.052684519578,24097.308021395987,29569.74028086957,29843.87198435734,1215.6565101632941,1207.1345936259468,1728.0444890937613,1520.4294852332437,2014.7722631063777,1910.0354837197078
"331011","Firstline supervisors of correctional officers",48017.66561000308,48919.161280911365,49218.7488760898,50258.008458903074,50857.04546695575,55261.57315364601,3152.4990997762925,2962.973501994616,3247.8485510048877,3955.2907199529495,3303.772366808199,4363.751670607183
"331012","Firstline supervisors of police & detectives",68039.76797961367,70413.49775039859,71704.35284286065,75031.02083904998,77108.27537760396,78993.4756594584,3192.075855851073,3367.40122727797,3376.622012344831,3418.1431695362085,3638.3978400803044,3557.8651777325663
"331021","Firstline supervisors of fire fighting & prevention workers",73428.65839179709,73385.50927742779,82122.95236565472,83648.41018408073,82596.95961230692,84775.61033846356,5454.271144525358,4783.3726729082655,5259.735772671314,5415.468547651595,6274.880791302454,6193.0685695494285
"331090","Miscellaneous first-line supervisors, protective service workers",,,,,56702.29217997607,56304.29134389466,,,,,4572.438955911794,4402.9207484443305
"332011","Firefighters",57543.537768287155,59327.74772292868,62032.75496210085,60821.531622073526,64025.0109857456,65647.65786688069,1512.1776776603494,1647.3588241608743,1827.9581156193683,1868.5650390917256,1744.17506726378,1867.5642923495595
"332020","Fire inspectors",48320.585829190415,44627.463253716385,50311.243886534074,54351.49588438342,55254.89663503624,58830.696262811,5164.79829879226,5373.67793912008,6299.27274141896,8268.408073656887,6084.360115280386,6806.811551039023
"333011","Bailiffs",,,,,46785.268200864215,45049.8745939595,,,,,5366.954863763027,4979.214453289384
"333012","Correctional officers and jailers",,,,,44429.20154510544,45471.434108317444,,,,,1413.3800128882262,1178.2367128585538
"333021","Detectives & criminal investigators",68379.1099136259,67469.63197606348,68909.61376054742,69721.62910497222,72940.8918490566,77322.00406214858,2739.3182045024228,2657.0804792119416,3039.05625268856,3073.5475630038545,3152.8505099174467,3271.4815730475802
"333050","Police officers",57136.59413960051,58720.68281974104,60333.4149043462,60848.76470514,63153.73859602878,63488.08222375163,990.1814998435005,987.782629717762,1051.9669932872878,1036.76944805707,1135.1661834612546,1090.5515035878414
"3330XX","Miscellaneous law enforcement workers",36098.83653953696,32366.316406729708,35106.381755081806,28601.932840356563,33590.65987758548,38099.533696868006,5313.211512763393,4507.284715739606,5692.711103900483,4137.058878453161,5523.901882449171,5052.7456132604275
"339011","Animal control workers",30870.42244943989,36331.54814416353,27591.086899791233,31693.542805100184,33195.45508758852,30846.153161974704,4669.008574017988,5317.116047863253,4221.883854464641,6407.391055488345,4817.2603260418455,5160.1982565327835
"339021","Private detectives & investigators",47690.802986508075,46812.93032712265,49437.47863402199,51686.661939072896,51125.10622093533,51305.928531603226,3090.5450162430375,3747.9500954996515,3247.0060956850584,3378.2529597885696,3118.701430671753,3139.8806739830607
"339030","Security guards & gaming surveillance officers",24611.946226120912,25000.326094948094,25712.34037144182,26905.07562005098,28537.171444350566,29187.87383191461,597.8765553810892,621.7798723885536,629.2611151817008,647.5517345141047,697.7665573116867,731.9833083049151
